age,gender,city,occupation,monthlyIncome,coffeeFrequency,preferredCoffeeType,preferredBrand,monthlyCoffeeSpend,purchaseLocation,purchaseMode,priceSensitivity,tastePreference,brandLoyalty,willingnessToTry,preferredPriceRange,purchaseIntention
36.0,Female,Jaipur,Other,39500.0,Daily,Filter Coffee,Nescafé,530.0,Brand Website,Online,High,Balanced,Medium,Likely,130.0,High
19.0,Male,Visakhapatnam,Government Employee,33000.0,Daily,Cappuccino,Nescafé,860.0,Office/Canteen,Both,Medium,Balanced,Medium,Neutral,130.0,High
47.0,Male,Mumbai,Teacher/Professor,62600.0,Daily,Instant Coffee,Tata Coffee,570.0,Supermarket/Grocery Store,Both,Medium,Mild,High,Likely,130.0,High
40.0,Male,Mumbai,Private Sector Employee,44800.0,Daily,Instant Coffee,Bru,580.0,Office/Canteen,Both,Medium,Balanced,Medium,Neutral,130.0,High
32.0,Female,Bhopal,Private Sector Employee,30600.0,3-4 times/week,Cold Coffee,Tata Coffee,550.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Likely,300.0,High
39.0,Male,Delhi,IT Professional,81100.0,Daily,Instant Coffee,Nescafé,680.0,Local Kirana Store,Offline,Low,Balanced,Medium,Neutral,300.0,High
41.0,Male,Coimbatore,Private Sector Employee,65700.0,Rarely,Latte,Tata Coffee,320.0,Supermarket/Grocery Store,Offline,Medium,Mild,Medium,Neutral,700.0,Medium
31.0,Female,Delhi,Private Sector Employee,49000.0,Daily,Filter Coffee,Third Wave Coffee,580.0,Local Kirana Store,Offline,Medium,Sweet,Low,Very Unlikely,90.0,Medium
35.0,Male,Chennai,Private Sector Employee,42600.0,Daily,Instant Coffee,Tata Coffee,490.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Very Likely,90.0,High
41.0,Male,Bengaluru,Freelancer,52700.0,Daily,Cold Coffee,Nescafé,850.0,Supermarket/Grocery Store,Offline,Low,Balanced,Low,Very Likely,450.0,High
29.0,Male,Bhubaneswar,IT Professional,65900.0,1-2 times/week,Latte,Third Wave Coffee,590.0,Brand Website,Online,Medium,Balanced,High,Likely,130.0,Medium
33.0,Female,Pune,Teacher/Professor,45500.0,Rarely,Cappuccino,Café Coffee Day,180.0,Supermarket/Grocery Store,Offline,Low,Balanced,Low,Very Likely,130.0,Medium
35.0,Female,Patna,IT Professional,89400.0,1-2 times/week,Cold Coffee,Starbucks,550.0,Local Kirana Store,Offline,Medium,Strong,Medium,Very Likely,300.0,High
20.0,Female,Bhopal,Student,10900.0,Daily,Cappuccino,Country Bean,530.0,Office/Canteen,Offline,Medium,Sweet,Medium,Likely,90.0,High
43.0,Female,Indore,Homemaker,25900.0,Daily,Instant Coffee,Third Wave Coffee,510.0,Supermarket/Grocery Store,Offline,High,Mild,Medium,Neutral,90.0,High
45.0,Male,Surat,Student,7500.0,Multiple times/day,Espresso,Blue Tokai,630.0,Local Kirana Store,Offline,High,Bitter,Medium,Neutral,130.0,High
18.0,Male,Pune,Private Sector Employee,44300.0,Multiple times/day,Cold Coffee,Bru,1110.0,Local Kirana Store,Offline,High,Balanced,Medium,Very Likely,130.0,High
35.0,Female,Indore,IT Professional,76800.0,1-2 times/week,Instant Coffee,Sleepy Owl,450.0,Local Kirana Store,Offline,Medium,Sweet,Medium,Likely,300.0,Medium
42.0,Male,Bengaluru,Business Owner,73700.0,Daily,Cappuccino,Nescafé,930.0,Online Marketplace,Online,High,Strong,High,Neutral,450.0,High
19.0,Female,Hyderabad,Private Sector Employee,31800.0,Daily,Cold Coffee,Nescafé,760.0,Online Marketplace,Online,High,Mild,High,Neutral,130.0,High
40.0,Male,Patna,IT Professional,58800.0,3-4 times/week,Espresso,Bru,720.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Very Likely,300.0,High
35.0,Male,Bengaluru,Homemaker,25000.0,Daily,Filter Coffee,Starbucks,430.0,Local Kirana Store,Offline,Medium,Sweet,Medium,Likely,300.0,High
47.0,Male,Kolkata,Other,37100.0,Daily,Filter Coffee,Third Wave Coffee,480.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Medium,Likely,90.0,High
25.0,Male,Indore,Government Employee,67100.0,1-2 times/week,Instant Coffee,Country Bean,270.0,Office/Canteen,Offline,Low,Balanced,Low,Neutral,130.0,Low
25.0,Female,Bhopal,IT Professional,96900.0,Daily,Espresso,Sleepy Owl,1310.0,Brand Website,Online,High,Bitter,Medium,Very Likely,300.0,High
30.0,Male,Indore,Student,10500.0,Daily,Cold Coffee,Café Coffee Day,530.0,Brand Website,Online,Medium,Balanced,Medium,Likely,130.0,Medium
26.0,Male,Lucknow,Teacher/Professor,40300.0,Rarely,Instant Coffee,Other,170.0,Brand Website,Online,High,Balanced,High,Likely,130.0,Medium
49.0,Male,Delhi,Government Employee,87800.0,1-2 times/week,Espresso,Café Coffee Day,660.0,Online Marketplace,Online,Medium,Sweet,Low,Neutral,130.0,Medium
43.0,Female,Jaipur,Private Sector Employee,43300.0,Rarely,Other,Nescafé,230.0,Brand Website,Online,Low,Mild,Medium,Very Likely,450.0,Medium
37.0,Male,Delhi,Student,10100.0,1-2 times/week,Latte,Nescafé,370.0,Café,Offline,Low,Mild,High,Unlikely,300.0,Medium
21.0,Male,Hyderabad,Healthcare Professional,64200.0,1-2 times/week,Cold Coffee,Bru,510.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Very Unlikely,300.0,Low
28.0,Female,Kochi,Business Owner,53000.0,Rarely,Instant Coffee,Tata Coffee,180.0,Supermarket/Grocery Store,Offline,High,Bitter,High,Very Likely,90.0,High
21.0,Male,Ahmedabad,Student,7700.0,Daily,Cappuccino,Bru,720.0,Café,Offline,Medium,Strong,Medium,Likely,450.0,High
29.0,Male,Mumbai,Private Sector Employee,40500.0,3-4 times/week,Mocha,Sleepy Owl,830.0,Other,Both,Low,Strong,Medium,Very Likely,450.0,High
18.0,Prefer not to say,Nagpur,Private Sector Employee,45000.0,Multiple times/day,Americano,Bru,1030.0,Online Marketplace,Online,Medium,Strong,Low,Likely,450.0,High
36.0,Male,Bengaluru,Student,12400.0,Multiple times/day,Americano,Tata Coffee,860.0,Café,Offline,High,Balanced,Low,Likely,90.0,High
32.0,Male,Ahmedabad,Healthcare Professional,69800.0,Daily,Filter Coffee,Starbucks,800.0,Other,Offline,Medium,Strong,Medium,Likely,300.0,Medium
28.0,Male,Nagpur,Teacher/Professor,53300.0,Daily,Instant Coffee,Bru,560.0,Office/Canteen,Both,Medium,Sweet,Medium,Likely,130.0,High
18.0,Prefer not to say,Surat,IT Professional,79800.0,1-2 times/week,Instant Coffee,Other,360.0,Café,Offline,High,Balanced,Medium,Neutral,130.0,Medium
25.0,Male,Hyderabad,Private Sector Employee,31600.0,Daily,Americano,Third Wave Coffee,790.0,Café,Offline,Medium,Balanced,High,Very Likely,300.0,High
22.0,Male,Patna,Private Sector Employee,50900.0,1-2 times/week,Filter Coffee,Tata Coffee,270.0,Online Marketplace,Online,Medium,Bitter,Low,Very Likely,300.0,Medium
20.0,Female,Hyderabad,Private Sector Employee,27500.0,Multiple times/day,Filter Coffee,Café Coffee Day,710.0,Local Kirana Store,Offline,Low,Balanced,Medium,Very Likely,300.0,High
28.0,Male,Nagpur,Government Employee,33000.0,Rarely,Cappuccino,Blue Tokai,240.0,Café,Offline,High,Sweet,Medium,Very Likely,130.0,Medium
27.0,Female,Kolkata,Other,25700.0,Rarely,Cappuccino,Other,220.0,Supermarket/Grocery Store,Both,Medium,Balanced,High,Likely,450.0,Medium
37.0,Male,Mumbai,IT Professional,65000.0,1-2 times/week,Cold Coffee,Starbucks,430.0,Supermarket/Grocery Store,Offline,Medium,Bitter,Low,Very Likely,130.0,High
38.0,Female,Bengaluru,Teacher/Professor,38500.0,Daily,Cappuccino,Nescafé,730.0,Café,Offline,Medium,Strong,Low,Very Likely,450.0,High
38.0,Male,Lucknow,Homemaker,23300.0,Multiple times/day,Americano,Other,720.0,Supermarket/Grocery Store,Both,Low,Mild,Low,Likely,130.0,High
41.0,Female,Coimbatore,IT Professional,115800.0,Multiple times/day,Latte,Other,2410.0,Brand Website,Online,High,Balanced,High,Very Likely,300.0,High
47.0,Female,Mumbai,Business Owner,52300.0,Daily,Instant Coffee,Nescafé,580.0,Café,Both,High,Balanced,Medium,Likely,130.0,High
22.0,Male,Jaipur,Private Sector Employee,38700.0,Rarely,Americano,Nescafé,220.0,Online Marketplace,Online,High,Strong,Medium,Neutral,130.0,Medium
39.0,Female,Patna,Private Sector Employee,40800.0,Daily,Filter Coffee,Blue Tokai,490.0,Local Kirana Store,Offline,High,Mild,Medium,Likely,300.0,Medium
30.0,Female,Nagpur,Other,39700.0,1-2 times/week,Cold Coffee,Other,330.0,Local Kirana Store,Both,Medium,Balanced,Low,Very Likely,130.0,Medium
35.0,Female,Ahmedabad,Teacher/Professor,49100.0,Daily,Filter Coffee,Third Wave Coffee,490.0,Supermarket/Grocery Store,Offline,High,Mild,Low,Neutral,130.0,Medium
18.0,Female,Bengaluru,Other,30700.0,1-2 times/week,Filter Coffee,Sleepy Owl,210.0,Local Kirana Store,Offline,Medium,Balanced,Medium,Very Likely,90.0,Medium
20.0,Male,Jaipur,Government Employee,60900.0,Daily,Instant Coffee,Café Coffee Day,630.0,Café,Offline,Low,Sweet,Medium,Likely,450.0,High
18.0,Male,Visakhapatnam,Student,8100.0,Daily,Americano,Tata Coffee,630.0,Supermarket/Grocery Store,Offline,Medium,Mild,Low,Very Likely,450.0,High
34.0,Male,Delhi,Student,11100.0,3-4 times/week,Instant Coffee,Nescafé,310.0,Online Marketplace,Online,Medium,Strong,Low,Very Likely,90.0,High
43.0,Female,Chandigarh,Other,28700.0,Rarely,Instant Coffee,Bru,140.0,Online Marketplace,Online,Medium,Mild,High,Very Likely,300.0,Medium
27.0,Female,Patna,Healthcare Professional,48800.0,1-2 times/week,Americano,Nescafé,390.0,Supermarket/Grocery Store,Offline,High,Balanced,Low,Very Likely,300.0,Medium
42.0,Male,Hyderabad,Homemaker,30700.0,1-2 times/week,Filter Coffee,Third Wave Coffee,320.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Very Likely,300.0,Medium
28.0,Male,Visakhapatnam,IT Professional,54400.0,Daily,Cold Coffee,Bru,930.0,Supermarket/Grocery Store,Offline,Low,Bitter,Medium,Likely,130.0,High
27.0,Female,Coimbatore,Business Owner,57700.0,1-2 times/week,Cappuccino,Café Coffee Day,400.0,Online Marketplace,Online,High,Balanced,Low,Very Likely,700.0,Low
43.0,Female,Jaipur,Freelancer,49500.0,Daily,Filter Coffee,Café Coffee Day,470.0,Brand Website,Online,Medium,Sweet,Medium,Likely,130.0,High
18.0,Female,Pune,Student,10600.0,Rarely,Americano,Bru,150.0,Café,Offline,Medium,Mild,Low,Neutral,300.0,Low
44.0,Male,Ahmedabad,Private Sector Employee,35000.0,1-2 times/week,Cappuccino,Nescafé,400.0,Café,Offline,Medium,Strong,Medium,Likely,300.0,Medium
47.0,Male,Jaipur,IT Professional,104000.0,1-2 times/week,Instant Coffee,Starbucks,400.0,Online Marketplace,Online,Medium,Balanced,Medium,Likely,300.0,Medium
24.0,Male,Delhi,Private Sector Employee,36200.0,3-4 times/week,Instant Coffee,Nescafé,450.0,Other,Offline,Medium,Balanced,High,Likely,700.0,High
35.0,Female,Ahmedabad,IT Professional,97400.0,Multiple times/day,Cold Coffee,Café Coffee Day,1490.0,Other,Offline,Low,Strong,Medium,Neutral,130.0,High
18.0,Male,Nagpur,IT Professional,47200.0,Daily,Instant Coffee,Café Coffee Day,510.0,Supermarket/Grocery Store,Offline,High,Bitter,Medium,Unlikely,90.0,Medium
29.0,Male,Nagpur,Student,10800.0,Multiple times/day,Espresso,Bru,1030.0,Supermarket/Grocery Store,Offline,Low,Balanced,Medium,Likely,450.0,High
38.0,Female,Delhi,Government Employee,49800.0,3-4 times/week,Latte,Bru,620.0,Brand Website,Online,Low,Sweet,High,Likely,130.0,High
18.0,Female,Ahmedabad,Government Employee,33000.0,Daily,Cold Coffee,Nescafé,790.0,Supermarket/Grocery Store,Offline,Medium,Strong,Low,Likely,130.0,High
48.0,Female,Jaipur,Healthcare Professional,123900.0,Daily,Mocha,Bru,1480.0,Brand Website,Online,Low,Bitter,Low,Very Unlikely,130.0,Low
25.0,Male,Chandigarh,Business Owner,92500.0,1-2 times/week,Filter Coffee,Nescafé,330.0,Local Kirana Store,Offline,Medium,Mild,High,Likely,300.0,Medium
18.0,Female,Chandigarh,Government Employee,43100.0,3-4 times/week,Filter Coffee,Café Coffee Day,400.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,700.0,High
32.0,Male,Chandigarh,Healthcare Professional,49400.0,Rarely,Filter Coffee,Bru,140.0,Office/Canteen,Both,Low,Bitter,Medium,Neutral,700.0,Low
33.0,Male,Delhi,Student,9200.0,3-4 times/week,Instant Coffee,Blue Tokai,370.0,Online Marketplace,Online,Medium,Balanced,High,Very Unlikely,300.0,Medium
37.0,Female,Chandigarh,Private Sector Employee,49300.0,3-4 times/week,Latte,Nescafé,710.0,Supermarket/Grocery Store,Both,Low,Balanced,Low,Neutral,300.0,Medium
35.0,Male,Bengaluru,Private Sector Employee,38800.0,3-4 times/week,Americano,Sleepy Owl,430.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,300.0,Medium
31.0,Male,Surat,Private Sector Employee,59500.0,3-4 times/week,Latte,Café Coffee Day,770.0,Supermarket/Grocery Store,Offline,Medium,Strong,Medium,Likely,300.0,High
36.0,Non-binary/Other,Hyderabad,Private Sector Employee,44900.0,Daily,Cold Coffee,Starbucks,840.0,Café,Offline,Medium,Sweet,High,Likely,90.0,High
27.0,Female,Kolkata,Other,23600.0,1-2 times/week,Espresso,Bru,330.0,Online Marketplace,Online,Medium,Strong,Medium,Neutral,300.0,Low
21.0,Male,Chennai,IT Professional,55700.0,3-4 times/week,Latte,Bru,730.0,Supermarket/Grocery Store,Offline,Low,Strong,Low,Very Likely,300.0,High
31.0,Male,Surat,Healthcare Professional,39900.0,1-2 times/week,Cold Coffee,Bru,450.0,Online Marketplace,Online,High,Sweet,Medium,Unlikely,90.0,Medium
27.0,Male,Mumbai,IT Professional,89800.0,Rarely,Cappuccino,Nescafé,300.0,Office/Canteen,Offline,High,Balanced,Low,Neutral,130.0,Medium
32.0,Male,Kochi,Student,9700.0,3-4 times/week,Cold Coffee,Starbucks,500.0,Office/Canteen,Offline,Medium,Sweet,Low,Likely,450.0,Medium
43.0,Female,Pune,Freelancer,49300.0,1-2 times/week,Cold Coffee,Bru,420.0,Café,Offline,Medium,Balanced,Medium,Likely,300.0,Medium
33.0,Male,Hyderabad,Private Sector Employee,61000.0,1-2 times/week,Latte,Nescafé,500.0,Café,Both,Low,Mild,High,Neutral,300.0,Medium
29.0,Female,Bhopal,Freelancer,37100.0,Multiple times/day,Instant Coffee,Nescafé,850.0,Supermarket/Grocery Store,Offline,Low,Bitter,Medium,Very Unlikely,300.0,Medium
24.0,Female,Ahmedabad,Private Sector Employee,33700.0,1-2 times/week,Instant Coffee,Nescafé,280.0,Local Kirana Store,Offline,Low,Strong,High,Very Likely,90.0,Medium
27.0,Male,Bengaluru,Student,7100.0,3-4 times/week,Cappuccino,Blue Tokai,390.0,Local Kirana Store,Offline,Medium,Strong,Medium,Neutral,300.0,Medium
42.0,Male,Bhubaneswar,Business Owner,60900.0,Daily,Instant Coffee,Nescafé,590.0,Supermarket/Grocery Store,Offline,Low,Balanced,High,Very Likely,700.0,High
29.0,Male,Delhi,Student,11000.0,3-4 times/week,Filter Coffee,Café Coffee Day,290.0,Online Marketplace,Online,Medium,Strong,High,Very Likely,90.0,High
40.0,Female,Bhopal,Private Sector Employee,67500.0,1-2 times/week,Espresso,Starbucks,380.0,Café,Offline,High,Bitter,High,Very Likely,450.0,High
28.0,Male,Hyderabad,Private Sector Employee,46900.0,3-4 times/week,Espresso,Bru,720.0,Local Kirana Store,Offline,Low,Sweet,Medium,Neutral,130.0,Medium
21.0,Male,Ahmedabad,Student,9100.0,Daily,Cold Coffee,Bru,550.0,Supermarket/Grocery Store,Offline,High,Mild,Low,Neutral,130.0,Medium
38.0,Female,Lucknow,Private Sector Employee,60400.0,3-4 times/week,Instant Coffee,Country Bean,380.0,Café,Both,Low,Mild,Low,Very Likely,90.0,High
34.0,Male,Coimbatore,IT Professional,110100.0,1-2 times/week,Filter Coffee,Café Coffee Day,360.0,Local Kirana Store,Offline,Medium,Strong,Medium,Likely,300.0,High
40.0,Female,Ahmedabad,Private Sector Employee,35600.0,3-4 times/week,Cappuccino,Blue Tokai,710.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Very Unlikely,700.0,Low
34.0,Prefer not to say,Mumbai,Student,17500.0,1-2 times/week,Cappuccino,Sleepy Owl,330.0,Café,Offline,Medium,Strong,Medium,Very Likely,130.0,High
27.0,Male,Nagpur,Private Sector Employee,34600.0,3-4 times/week,Filter Coffee,Blue Tokai,430.0,Online Marketplace,Online,Low,Balanced,Low,Neutral,130.0,Medium
31.0,Male,Coimbatore,Private Sector Employee,50400.0,3-4 times/week,Latte,Tata Coffee,500.0,Online Marketplace,Online,Medium,Strong,Low,Neutral,300.0,Medium
30.0,Male,Bhopal,IT Professional,100800.0,1-2 times/week,Cold Coffee,Blue Tokai,520.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Neutral,300.0,Medium
30.0,Male,Coimbatore,IT Professional,57200.0,3-4 times/week,Instant Coffee,Café Coffee Day,430.0,Brand Website,Online,Medium,Sweet,Medium,Very Likely,300.0,Medium
43.0,Male,Chandigarh,Student,11100.0,3-4 times/week,Filter Coffee,Blue Tokai,260.0,Local Kirana Store,Offline,High,Balanced,Low,Neutral,300.0,Medium
32.0,Female,Chandigarh,IT Professional,70100.0,Multiple times/day,Cold Coffee,Nescafé,1140.0,Supermarket/Grocery Store,Both,Medium,Strong,Low,Neutral,450.0,Medium
48.0,Female,Mumbai,Private Sector Employee,46700.0,3-4 times/week,Cappuccino,Nescafé,590.0,Café,Both,Medium,Strong,Medium,Likely,300.0,High
24.0,Male,Kolkata,IT Professional,48500.0,3-4 times/week,Instant Coffee,Nescafé,520.0,Local Kirana Store,Both,Medium,Balanced,Low,Very Likely,90.0,High
36.0,Male,Indore,IT Professional,94000.0,Rarely,Americano,Nescafé,240.0,Supermarket/Grocery Store,Offline,Low,Strong,High,Very Likely,300.0,High
23.0,Male,Mumbai,Business Owner,91600.0,Multiple times/day,Cold Coffee,Nescafé,1530.0,Supermarket/Grocery Store,Offline,Medium,Bitter,Medium,Likely,130.0,High
41.0,Male,Ahmedabad,Teacher/Professor,36200.0,3-4 times/week,Cappuccino,Café Coffee Day,660.0,Supermarket/Grocery Store,Offline,High,Strong,Low,Very Likely,130.0,High
25.0,Male,Chandigarh,Student,10400.0,3-4 times/week,Espresso,Other,420.0,Local Kirana Store,Both,Medium,Sweet,Medium,Likely,90.0,Medium
33.0,Female,Pune,IT Professional,46800.0,1-2 times/week,Mocha,Nescafé,490.0,Local Kirana Store,Both,Medium,Strong,Low,Unlikely,130.0,Low
18.0,Male,Hyderabad,Student,6600.0,3-4 times/week,Instant Coffee,Bru,380.0,Local Kirana Store,Offline,Medium,Sweet,High,Unlikely,450.0,Medium
27.0,Male,Pune,IT Professional,82600.0,1-2 times/week,Instant Coffee,Tata Coffee,300.0,Supermarket/Grocery Store,Offline,High,Sweet,Medium,Likely,90.0,High
34.0,Male,Chennai,IT Professional,56900.0,1-2 times/week,Cold Coffee,Nescafé,420.0,Brand Website,Online,Medium,Mild,High,Unlikely,450.0,Medium
35.0,Female,Coimbatore,Student,8200.0,Multiple times/day,Cold Coffee,Blue Tokai,870.0,Supermarket/Grocery Store,Offline,Medium,Balanced,Low,Unlikely,130.0,Medium
37.0,Female,Indore,Private Sector Employee,51100.0,Rarely,Instant Coffee,Nescafé,150.0,Online Marketplace,Online,Medium,Balanced,High,Neutral,130.0,Medium
28.0,Non-binary/Other,Delhi,Student,13700.0,Daily,Instant Coffee,Nescafé,430.0,Online Marketplace,Online,Medium,Strong,Medium,Likely,450.0,High
21.0,Male,Bhubaneswar,Teacher/Professor,43700.0,3-4 times/week,Cappuccino,Other,780.0,Supermarket/Grocery Store,Offline,High,Balanced,Low,Likely,450.0,Medium
30.0,Female,Bhubaneswar,Freelancer,41500.0,1-2 times/week,Instant Coffee,Bru,250.0,Local Kirana Store,Offline,Medium,Balanced,Low,Very Likely,130.0,Medium
49.0,Female,Mumbai,IT Professional,115900.0,1-2 times/week,Espresso,Tata Coffee,600.0,Café,Offline,High,Strong,High,Neutral,90.0,Medium
18.0,Male,Kolkata,Student,11200.0,1-2 times/week,Filter Coffee,Nescafé,180.0,Local Kirana Store,Both,Medium,Mild,High,Very Unlikely,90.0,Low
36.0,Male,Pune,Student,10000.0,Daily,Cold Coffee,Country Bean,500.0,Online Marketplace,Online,High,Mild,High,Unlikely,300.0,Medium
48.0,Male,Nagpur,Homemaker,19800.0,3-4 times/week,Espresso,Nescafé,650.0,Other,Offline,High,Bitter,Low,Very Likely,300.0,Medium
23.0,Female,Mumbai,IT Professional,72800.0,1-2 times/week,Cold Coffee,Blue Tokai,490.0,Local Kirana Store,Offline,Medium,Bitter,Medium,Very Unlikely,300.0,Low
21.0,Female,Bhubaneswar,Private Sector Employee,50800.0,Multiple times/day,Instant Coffee,Sleepy Owl,980.0,Supermarket/Grocery Store,Offline,Medium,Mild,Low,Neutral,90.0,High
26.0,Male,Nagpur,Business Owner,112100.0,1-2 times/week,Espresso,Third Wave Coffee,670.0,Supermarket/Grocery Store,Offline,High,Strong,Medium,Very Likely,130.0,Medium
29.0,Male,Mumbai,Government Employee,45400.0,3-4 times/week,Cold Coffee,Starbucks,520.0,Supermarket/Grocery Store,Both,Medium,Mild,Medium,Likely,300.0,Medium
34.0,Male,Patna,Government Employee,58900.0,Daily,Instant Coffee,Nescafé,530.0,Café,Offline,Medium,Sweet,Medium,Likely,300.0,High
28.0,Male,Patna,Business Owner,63400.0,1-2 times/week,Americano,Café Coffee Day,390.0,Online Marketplace,Online,Medium,Balanced,Medium,Neutral,450.0,Medium
51.0,Female,Chandigarh,IT Professional,79300.0,Rarely,Filter Coffee,Nescafé,200.0,Supermarket/Grocery Store,Both,Medium,Sweet,High,Very Likely,300.0,High
35.0,Female,Indore,Private Sector Employee,48500.0,3-4 times/week,Latte,Bru,610.0,Café,Offline,High,Strong,Low,Neutral,300.0,Medium
35.0,Male,Kochi,Healthcare Professional,90900.0,Daily,Americano,Nescafé,1010.0,Local Kirana Store,Offline,Medium,Balanced,Medium,Neutral,450.0,High
19.0,Female,Delhi,Private Sector Employee,43600.0,Daily,Filter Coffee,Third Wave Coffee,720.0,Café,Offline,Low,Bitter,Medium,Likely,300.0,High
28.0,Male,Coimbatore,Private Sector Employee,30100.0,1-2 times/week,Mocha,Third Wave Coffee,280.0,Supermarket/Grocery Store,Offline,Medium,Sweet,Medium,Likely,90.0,Medium
22.0,Female,Indore,Private Sector Employee,44300.0,1-2 times/week,Cappuccino,Other,440.0,Café,Offline,Medium,Balanced,High,Very Likely,130.0,High
33.0,Male,Delhi,Freelancer,36700.0,Multiple times/day,Instant Coffee,Nescafé,710.0,Online Marketplace,Online,High,Mild,High,Very Likely,130.0,High
